Test_No,Test_Type,Min_Freq,Max_Freq,Freq_Step,Min_Pwr,Max_Pwr,Pwr_Step,targGrid1f0,Source_Phase_Cal,Vector_Cal,Initialization,ReferenceData,IP,Mode,InputV,OutputV,Aux1V,Aux2V,MaxGain,StopAtCompression,,BiasControl,IF_BW,MOD_BW,Waveform,Pulse_Period,Pulse_Width,Measurement_Window,Measurement_Delay,Average
1,load pull single,1.5,1.5,0,0,0,0,C:\Users\Mesuro\Desktop\Ahmad\Final_API_Test\Impedance_Grid\abwave.csv,C:\Users\NIK_Demo\Desktop\kelvin\cal\mod_spc_1.5_100.csv,C:\Users\NIK_Demo\Desktop\kelvin\cal\mod_vc_1.5_100Mhz.csv,C:\Users\NIK_Demo\Desktop\kelvin\cal\mod_init.jinit,C:\Users\Mesuro\Desktop\Ahmad\Final_API_Test\RefData\refmeasment.lpd,192.168.28.6,modulated,,,,,,,,FALSE,,100,,,,,,
